episodeNum,speaker,line
193,DEAN,(hoarse) Hello?
193,DEAN,September.
193,FLASHBACK,DEAN's chest is ripped apart by the Hellhounds (3.16)
193,PRESENT,"DEAN stares at his unblemished, unscarred chest in the dingy gas station mirror. He turns his left shoulder to the mirror and pulls up the sleeve to reveal a large, raw HANDPRINT BRAND."
193,DEAN,Bobby?
193,DEAN,It's me.
193,DEAN,Dean.
193,DEAN,"Bobby, listen to me."
193,DEAN,Surprise.
193,BOBBY,"I, I don't..."
193,DEAN,"Yeah, me neither. (He enters.) But here I am."
193,DEAN,Bobby! It's me!
193,BOBBY,My ass!
193,DEAN,"(shoves a chair between himself and BOBBY, holds his hands out) Whoa, whoa, whoa, wait! Your name is Robert Steven Singer. You became a hunter after your wife got possessed, and... you're about the closest thing I have to a father. Bobby. It's me."
193,DEAN,I am not a shapeshifter!
193,BOBBY,Then you're a Revenant!
193,DEAN,"Alright. If I was either, could I do this – with a silver knife?"
193,BOBBY,(starting to believe it) Dean?
193,DEAN,That's what I've been trying to tell you.
193,BOBBY,"It's... It's good to see you, boy."
193,DEAN,"Yeah, you too."
193,BOBBY,But... how did you bust out?
193,DEAN,"I don't know. I just, uh, I just woke up in a pine box..."
193,DEAN,"I'm not a demon either, you know."
193,BOBBY,Sorry. Can't be too careful.
193,BOBBY,But... that don't make a lick of sense.
193,DEAN,"Yeah. Yeah, you're preachin' to the choir."
193,DEAN,"I know, I should look like a Thriller video reject."
193,BOBBY,What do you remember?
193,DEAN,"Not much. I remember I was a Hellhound's chew toy, and then... lights out. Then I come to six feet under, that was it. (BOBBY sits.) Sam's number's not working. He's, uh... he's not..."
193,BOBBY,"Oh, he's alive. As far as I know."
193,DEAN,"Good.... Wait, what do you mean, as far as you know?"
193,BOBBY,I haven't talked to him for months.
193,DEAN,"You're kidding, you just let him go off by himself?"
193,BOBBY,He was dead set on it.
193,DEAN,"Bobby, you should've been looking after him."
193,BOBBY,"I tried. These last months haven't been exactly easy, you know. For him or me. We had to bury you."
193,DEAN,"Why did you bury me, anyway?"
193,BOBBY,I wanted you salted and burned. Usual drill. But... Sam wouldn't have it.
193,DEAN,"Well, I'm glad he won that one."
193,BOBBY,He said you'd need a body when he got you back home somehow. That's about all he said.
193,DEAN,(suspicious) What do you mean?
193,BOBBY,"He was quiet. Real quiet. And then he just took off. Wouldn't return my calls. I tried to find him, but he didn't want to be found."
193,DEAN,"Oh, damnit, Sammy."
193,BOBBY,What?
193,DEAN,"Oh, he got me home okay. But whatever he did, it is bad mojo."
193,BOBBY,What makes you so sure?
193,DEAN,"You should have seen the grave site. It was like a nuke went off. And then there was this... this force, this presence, I don't know, but it, it blew past me at a fill-up joint. And then this. (He strips his jacket, pulls up his sleeve to reveal the brand.)"
193,BOBBY,(standing) What in the hell?
193,DEAN,It was like a demon just yanked me out. Or rode me out.
193,BOBBY,But why?
193,DEAN,To hold up their end of the bargain.
193,BOBBY,You think Sam made a deal.
193,DEAN,It's what I would have done.
193,DEAN,"(into the phone) Yeah, hi, I have a cell phone account with you guys, and uh, I lost my phone. I was wondering if you could turn the GPS on for me. (beat) Yeah. Name's Wedge Antilles. (beat) Social is 2-4-7-4. (beat) Thank you."
193,BOBBY,How'd you know he'd use that name?
193,DEAN,You kiddin' me? What don't I know about that kid?
