episodeNum,speaker,line
239,SAM,Wow.
239,DEAN,"[ Reading a report. ] ""Suspect exited vehicle brandishing a firearm. We were forced to fire."""
239,SAM,"[ Imitating Castiel ] ""Hello."""
244,CROWLEY,"Crowley thinks you're just gonna what, Dean?"
244,CROWLEY,Is that Bobby Singer? Give him a kiss for me.
244,CROWLEY,"Good news, boys! I've got a job for you."
244,DEAN,I'm gonna say this once. You can take your job and shove it up your ass.
244,CROWLEY,Is that any way to talk to your boss?
244,DEAN,"You're not my boss, dickbag."
244,CROWLEY,"Dean, Dean. Been through this. Quit clutching your pearls. You've been working for me for some time now. Sam here, longer."
244,SAM,We didn't know.
244,CROWLEY,Like that makes a difference to you. You'd sell your brother for a dollar right now if you really needed a soda.
244,CROWLEY,"Look, I'm sending you –"
244,DEAN,No.
244,CROWLEY,Beg pardon?
244,DEAN,"I've done some shady stuff in my time, but I am not doing this. No."
244,CROWLEY,Ten quid says you will.
244,CROWLEY,"You like pain, Sam? You like Hell?"
244,CROWLEY,"You need to stop thinking of this as some kind of deal. This is a hostage situation, you arrogant little thug. I own your brother! Do you understand me?"
244,CROWLEY,"Come on, Dean, smile. It's not that bad. Here's incentive – you bag me a live alpha, and I'll give you little Sammy's soul back, with a cherry on top."
244,SAM,"What, alpha vamp not good enough for you?"
244,CROWLEY,"Best mind where you poke your nose, if you want to keep it. Your merry little hike up the food chain starts here."
244,CROWLEY,Businessman found dead in his car – chest ripped open...
244,CROWLEY,...heart missing. Sounds like?
244,SAM,Werewolf.
244,DEAN,"No, it's not a full moon."
244,CROWLEY,Werewolves turning on the full moon – so '09.
244,SAM,"He's right. Samuel and I ganked one about six months back on the half-moon. Things have been out of whack for a while now, I guess."
244,DEAN,"Yeah, I guess."
244,CROWLEY,"So, it's settled then. You bag the howler, bring it home to papa. See you soon, boys."
244,SAM,"So, the vic's a real class act. Owned a bunch of slum-grade apartments. Couple houses, too."
244,DEAN,So this is it? This is – this is what you're gonna do?
244,SAM,What am I doing?
244,DEAN,"Crowley. He's so far up our asses we're – we're – we're coughing sulfur, but you – you're just gonna work the case?"
244,SAM,"Well, he's got us by the short and curlies. What else are we supposed to do?"
244,DEAN,"It's just – you know, man, I... I'm working for a demon now. I don't even know who you are. I just... I just need a second to adjust."
244,SAM,"Look... this is a crap situation. I get it. But, Dean, I am still me – same melon, same memories. I-I still like the same music. I still think about Suzie Heizer."
244,DEAN,Biology class Suzie Heizer?
244,SAM,"Can you blame me? Look, I know you don't trust me. And I can't take back what I did. But I'm going to prove it to you. I'm still your brother."
244,DEAN,How you doing? Agents Holt and Wilson.
244,DETECTIVE,Feds?
244,SAM,Yeah.
244,DETECTIVE,What are the Feds doing here?
244,SAM,"Oh, we're specialists. They call us in to answer the questions of mouth-breathing dick monkeys."
244,SAM,"So, you gonna walk us through this, or, uh..."
244,DETECTIVE,Dock worker. Guy on the morning shift found him – chest ripped wide open.
244,DEAN,Same as the body in the car?
244,DETECTIVE,"Yeah, second one in two days."
244,SAM,Internal organs missing on both vics? Like their hearts?
244,DETECTIVE,"Uh... looks like it, yeah. How'd you know?"
244,SAM,"So, this guy, he – he have any enemies?"
244,DETECTIVE,"Yeah, plenty, but, uh, I don't think it was a wolf or possibly a cougar that had a beef with the guy. You do realize these were animal attacks?"
244,DEAN,"An animal out here. What, you think it came for the sailing?"
244,SAM,Morning.
244,DEAN,You didn't sleep. 'Cause you don't... sleep.
244,SAM,Right.
244,DEAN,Yeah. That's not creepy at all.
244,SAM,"Not like I can help it. So, you gonna just lay there staring at me..."
244,SAM,...or you want to hear what I dug up?
244,SAM,"All right. So, we know that werewolves are basically id gone wild, right? I mean, whoever they hate, they kill when they wolf out. So, I've been playing connect the victims."
244,DEAN,And?
244,SAM,And I think I found a common denominator. So come on. Uh...
244,SAM,"Get the lead out, huh?"
244,DEAN,"Let me get dressed, Robocop."
244,WOMAN,"Yes, can I help you?"
244,SAM,Is Cal Garrigan at home? We've got a few questions we'd like to ask him.
244,WOMAN,"[with a smile] Yeah. Um, come in."
244,WOMAN,"Honey, um, why don't you go play in your room for a little while, okay?"
244,WOMAN,Excuse the mess. Please sit.
244,WOMAN,Um... can I get you guys anything?
244,DEAN,"No, thank you. Um, so Cal is your boyfriend?"
244,WOMAN,That's right.
244,DEAN,And where is he?
244,WOMAN,"Uh, sleeping, I think."
244,DEAN,You mind telling him up and at 'em? He's got some guests.
244,WOMAN,"Yeah. Yeah, of course."
244,WOMAN,Cal...
244,CAL,"Lucky, shh!"
244,WOMAN,These are Agents...
244,DEAN,Holt and Wilson. Morning... ish.
244,CAL,Hey. What's this?
244,DEAN,"You out late last night, Cal?"
244,CAL,"Just, uh, you know, a couple beers with friends."
244,DEAN,How many's a couple?
244,CAL,"I don't know. Three, four tops."
244,SAM,"If all you had was beer, then how come you're sweating vodka? And looks to me like you slept in those clothes. Am I right?"
244,CAL,I don't know. I – I guess.
244,DEAN,"So what you're saying is, you got blind drunk, you blacked out. Something tells me this isn't the first time."
244,SAM,"So, Cal, truthfully, who knows what you've really been up to at night?"
244,CAL,"Look, what's this about?"
244,SAM,We're investigating the death of Ronald Garrigan.
244,CAL,My brother?
244,DEAN,Sorry for your loss.
