episodeNum,speaker,line
155,NURSE,You'll need to undress.
155,DEAN,No. It would be wrong to go in. Would it?
155,DEAN,You can see me?
155,WOMAN,"I prefer Alex Trebek with the mustache, don't you?"
155,DEAN,Now what?
156,DAD,"Who the hell are you? 
Get out! Get out of my house!"
156,SAM,Hey!
156,DEAN,Hey.
156,DEAN,Do you mind...
157,SAM,"So someone's already here, killing vampires, huh?"
157,DEAN,"Well, whatever it is, it doesn't matter. You've still gotta smoke the nest, whether we find our mystery guest or not."
157,SAM,I suppose.
157,DEAN,Any luck with that address with Christine Flanagan?
157,SAM,"Nah, just a PO Box.  And guess what?"
157,DEAN,Hmm?
157,SAM,Same with the first victim.
157,DEAN,"(laughs.) Heh heh heh heh. Victim. that's, that's that's, funny."
157,SAM,"You know what, Dean, they both got hired six months ago."
157,DEAN,Yeah.
157,SAM,"Six months.  I mean, doesn't that seem long to you?  Weren't the last vampires we tangled with migratory?"
157,DEAN,"Well, if you think about it, I mean, they could get a job, they could blend in, you know.  nobody's gonna suspect the cute waitress at the diner, right?  So. They get enough people, they bleed 'em in the nest, it's an all-you-can-eat buffet."
157,SAM,"Yeah, okay.  But ... the missing persons stats around here are average. Hell, they're actually below average."
157,DEAN,"Well, maybe they're grabbing their takeout from someplace else.  I don't really care.  All I know is I get to kill some vampires."
157,DEAN,What?
157,SAM,"Look, don't get me wrong, all right?  I'm happy you're happy.  But don't you think that, with everything that happened to Dad, you're just acting a little too caffeinated?"
157,DEAN,"I'm enjoying my work, Sammy.  You oughta try it sometime."
158,LINDSEY,She was great.
158,DEAN,Hmm.
158,NEIL,"Well, she really loved that guy. But the night of the accident she walked in on him with another girl."
158,DEAN,Hmm.
159,LATER,
160,KATIE,"I checked the fuses. They're fine. It's the wiring. Look, you promised the place would be ready when I moved in. No. You come up now! Please. Thank you."
160,KATIE,Gross.
160,KATIE,What the hell?
160,DEAN,"Los Angeles, California."
160,SAM,What's in L.A.?
160,DEAN,Young girl's been kidnapped by an evil cult.
160,SAM,Yeah? Girl got a name?
160,DEAN,Katie Holmes.
160,DEAN,"Of course, on the other hand — catfight."
160,ELLEN,"I am your mother, I don't have to be reasonable!"
160,JO,You can't keep me here!
160,ELLEN,"Oh, don't you bet on that, sweetie."
160,JO,"What are you going to do, are you going to chain me up in the basement?"
160,ELLEN,"You know what, you've had worse ideas than that recently. Hey, you don't wanna stay, don't stay. Go back to school."
160,JO,I didn't belong there! I was a freak with a knife collection.
160,SAM,"Yes, ma'am."
160,DEAN,"Yeah, we rarely drink before ten anyway."
160,JO.,Wait. I wanna know what they think about this.
160,ELLEN,I don't care what they think!
160,DAD,Are you guys open?
160,ELLEN,Yes!
160,DAD,We'll just... check out the Arby's down the road.
160,ELLEN,"Harvelle's.  Yeah, Preacher."
160,DEAN,"No, but your mom might."
160,JO,"And this girl wasn't the first. Over the past eighty years six women have vanished. All from the same building, all young blondes. Only happens every decade or two so cops never eyeball the pattern. So we're either dealing with one very old serial killer, or —"
160,DEAN,Who put this together? Ash?
160,JO,I did it myself.
160,SAM,I gotta admit. We hit the road for a lot less.
160,ELLEN,"Good. You like the case so much, you take it."
160,JO,Mom!
160,ELLEN,"Joanna Beth, this family has lost enough. And I won't lose you too. I just won't."
160,SAM,"I feel kind of bad, snaking Jo's case."
160,SAM,"No, not yet."
160,SAM,What's that?
