episodeNum,speaker,line
259,SAM:,"I let Lucifer out, I gotta put him back in."
259,SAMIFER:,Sammy's long gone.
259,CASTIEL:,It's his soul. It's gone.
259,DEATH:,"I can't erase Sam's Hell, but I can put it behind a wall."
259,DEATH:,"Keep digging, Dean."
259,DEAN:,"Are you just going to be cryptic, or..."
259,DEATH:,It's about the souls.
259,CASTIEL:,I will save Sam. But only if you stand down.
259,DEAN:,What happened to you Cas?
259,CASTIEL:,I'm at war.
259,CROWLEY:,"I want to discuss a simple business transaction, that's all."
259,CASTIEL:,You want to make a deal? With me?
259,CROWLEY:,It's the souls.
259,CASTIEL:,They're all inside me. Millions upon millions of souls.
259,CASTIEL:,"The angel blade won't work, because I'm not an angel anymore. I'm your new god. You will bow down and profess your love unto me, your Lord, or I shall destroy you."
259,BOBBY:,"Well, all right then. Is this good, or you want the whole ""forehead to the carpet"" thing?"
259,CASTIEL:,"Stop. What's the point if you don't mean it? You fear me. Not love, not respect, just fear."
259,SAM:,Cas...
259,CASTIEL:,"Sam, you have nothing to say to me; you stabbed me in the back. (to BOBBY and DEAN): Get up."
259,DEAN:,"Cas, come on, this isn't you."
259,CASTIEL:,The Castiel you knew is gone.
259,DEAN:,"So what, then? Kill us?"
259,CASTIEL:,"What a brave little ant you are. You know you're powerless, you wouldn't dare move against me again. That would be pointless. So I have no need to kill you. Not now. Besides...once you were my favorite pets before you turned and bit me."
259,DEAN:,Who are you?
259,CASTIEL:,"I'm God. And if you stay in your place, you may live in my kingdom. If you rise up, I will strike you down. Not doing so well, are you Sam?"
259,SAM:,I'm fine...(clears throat)...I'm...fine.
259,DEAN:,You said you would fix him - you promised!
259,CASTIEL:,"IF you stood down, which you hardly did. Be thankful for my mercy. I could have cast you back into the pit."
259,DEAN:,"Cas, come on, this is nuts! You can turn this around, please!"
259,CASTIEL:,I hope for your sake this is the last you see me.
259,DEAN:,"Sam, you okay?"
259,CASTIEL:,"Understand. If you followed Raphael, if you stood against me, punishment is certain; there is nowhere to hide. The rest of you, our Father left a long time ago, and that was hard. I thought the answer was free will. But I understand now. You need a firm hand. You need a father. And I am your father now. Be obedient, children. Or this will be your fate."
259,CASTIEL:,"It is a new day. On earth, and in heaven. Rejoice."
259,DEAN:,"(Grunts) Come on. (grunts) (the sound of groaning metal is heard as he tries to push the dented roof out with his feet). Come on, baby!"
259,BOBBY:,"So, you fixin' her or primal screamin'?"
259,DEAN:,"Ah, thanks. How's Sam?"
259,BOBBY:,He's still under. But alive.
259,DEAN:,Yeah? What about God part deux?
259,BOBBY:,"I got all kinds of feelers out, so far diddly."
259,DEAN:,And what exactly are you looking for?
259,BOBBY:,"Exactly. What? Miracles, mass visions, trenchcoat on a tortilla? I don't know what I'm lookin' for."
259,DEAN:,"Ah, well, he'll surface."
259,BOBBY:,"So say we do suss out where ""new and improved"" flew off to..."""
259,DEAN:,Yeah?
259,BOBBY:,The hell we plan to do about it?
259,DEAN:,"I don't know, Bobby, I got no more clue than you do."
259,BOBBY:,"I don't even know what books to hit for this, Dean."
259,DEAN:,"Well, figure it out! I'm sorry. This ain't in no book. If you stick your neck out, Cas steps on it. So you know what I'm gonna do?"
259,BOBBY:,What?
259,DEAN:,"Imma fix this car. Because that's what I can do. I can work on her 'til she's mint. And when Sam wakes up, no matter what shape he's in, we'll glue him back together too. We owe him that."
259,BOBBY:,I'm with you.
259,SAM:,Hey Dean.
259,DEAN:,"Ah, you're walking and talking."
259,SAM:,"Yeah. I, uh, put on my own socks, the whole nine."
259,DEAN:,"Well, that's uh... I mean you, uh, you sure you're okay?"
259,SAM:,"Yeah. My head hurts a little, but...basically."
259,DEAN:,Seriously?
259,SAM:,"Look man, I'm as surprised as you are but, yeah, I swear."
259,DEAN:,"Good! No reason putting a gift horse under a microscope, right?"
259,SAM:,Yeah. So what happened with Cas?
259,DEAN:,"Why don't you come help me with the car, I'll fill you in?"
259,SAM:,Okay.
259,REVEREND:,"Plenty speak for them and their so-called lifestyle. Media, Hollywood, Lady Gaga won't shut up for love or money."
259,REVEREND:,"Yeah, funny, but that's why we raise our voices! And picket their so-called weddings, and their funerals. Someone has to speak for God."
259,CASTIEL:,"You're wrong, I am utterly indifferent to sexual orientation. On the other hand, I cannot abide hypocrites like you, Reverend."
259,REVEREND:,"Okay, fun's over friend."
259,CASTIEL:,Tell your flock where your genitals have been before you speak for me.
259,REVEREND:,And who the heck are you?
259,CASTIEL:,I'm God.
259,CASTIEL:,"And he who lies in my name shall choke on his own false tongue, and his poisonous words shall betray him."
259,VOICE:,Castiel...
259,VOICE:,Cas!
259,SAM:,"No, no, this can't be happening."
259,BOBBY:,"It's Cas, we think. Come on."
259,SAM:,Yeah. Coming.
259,SAM:,Motivational speakers?
259,DEAN:,"Yeah, I'm not sure new Cas gets irony any better than old Cas. Of course, old Cas wouldn't smite Madison Square Garden just to prove a point. He is off the deep end of the deep end. And there's no slowing down."
259,SAM:,"So, what? Try to talk to him again?"
259,DEAN:,Sam.
259,SAM:,"Dean, all we can do is talk to the guy."
259,DEAN:,"He's not a guy. He's God. And he's pissed. And when God gets righteous, you get the hell out of the way; haven't you read the Bible?"
259,SAM:,I guess...
259,DEAN:,"Cas is never coming back. He's lied to us, he used us, he cracked your gourd like it was nothing. No more talk; we have spent enough on him."
259,SAM:,Okay.
259,DEAN:,Hand me that socket wrench.
259,CROWLEY:,"Educate me, Lewinsky."
259,CASTIEL:,You look stressed.
259,CROWLEY:,Bollocks.
259,CROWLEY:,"So, the jig is up. You found me."
259,CASTIEL:,I never lost you.
259,CASTIEL:,"These scratches, they're all useless."
259,CROWLEY:,Still.. Can't blame a girl for trying.
259,CROWLEY:,Fancy a drink before you smite me?
259,CASTIEL:,No.
259,CROWLEY:,"You like to bend them right over, do you? Let's go."
259,CASTIEL:,"I'm not going to kill you, Crowley. I have plans for you."
259,CROWLEY:,What's it?
259,CASTIEL:,"Here's our new arrangement; I let you live, you return to your post as king of hell."
259,CROWLEY:,but?
259,CASTIEL:,"I choose where each soul goes. I control the flow, and you take whatever I give you."
259,CROWLEY:,"I take it you intend to keep the live share? So, what you're saying is hell's being downsized?"
259,CASTIEL:,"I would have done away with it completely, but I need a threat to hold over my enemies, and we need to keep Michael and Lucifer's cage."
259,CROWLEY:,"Right. I gather this is not a, uh, negotiation."
259,CASTIEL:,No.
259,CROWLEY:,"Then I graciously accept, boss."
259,CASTIEL:,I'll be in touch.
259,SAM:,Dean... Bobby?
259,BOBBY:,She's looking good.. Considering.
259,DEAN:,Considering? I should do this professionally.
