episodeNum,speaker,line
305,DEAN,One of yours?
310,DEAN,"Reverend Buddy Boyle's ""Goin' For Glory Hour."""
310,SAM,"Angels can't possess a human without permission, right?"
310,DEAN,Yep.
310,SAM,"So, what, they're using this guy to find vessels?"
310,DEAN,It's a willing audience.
310,ABADDON,Who put Crowley in charge?
310,ABADDON,He's a salesman!
310,ABADDON,Right now you and I are gonna talk about a regime change.
310,CROWLEY,Where do I start to even look for forgiveness?
310,SAM,How 'bout we start with this?  (SAM jabs CROWLEY in the neck with a syringe of Sam's purified blood.)
310,ANGEL,You're human?
310,DEAN,Zeke?
310,ZEKE-in-SAM,Castiel cannot stay here.  He will bring the angels down on all of us.
310,DEAN,He's warded.
310,ZEKE-in-SAM,"He was warded when April found him.  Castiel is in danger.  And if he is here,  I am in danger."
310,DEAN,"Wait, you're in danger?"
310,ZEKE-in-SAM,"If he stays, I am afraid I will have no choice but to leave."
310,JOE,Who are you?  Did the lady from the hotline send you?
310,INTRUDER,"No.  (He's wearing a small cross earring in his left ear.)  
You did."
310,CASTIEL,"Bill.  High—  (CASTIEL holds up his hand for a high-five as the delivery man walks past, ignoring it. ) —five.  (CASTIEL closes his hand and lowers it.)"
310,NORA,—then hit every red light on the way here.  (She looks around.)  But guess I shouldn't have worried.
310,NORA,Place looks great.  Coffee urns?
310,CASTIEL,"Uh, full."
310,NORA,Dairy case?
310,CASTIEL,Stocked.
310,NORA,"Okay, Steve, last question – (CASTIEL looks up attentively) – where have you been all my life?  (CASTIEL's mouth works, speechlessly.)"
310,NORA,You're not like the other sales associates.
310,NORA,There's... something different about you.
310,CASTIEL,"I can assure you, there's – there's not."
310,NORA,I know these things.  You're ... hmm … special.
310,KEVIN,"It's cuneiform.  (SAM and DEAN both look at him.)  I-I hit a wall translating the tablet into English. But I found an ancient codex, uh,  linking the Angel script to proto-Elamite cuneiform, and I was able to translate the tablet and the footnotes into Elamite, which … is …"
310,DEAN,Doodles.
310,KEVIN,It's extinct.
310,SAM,"Well, can you read it?"
310,KEVIN,No one can.  Scholars have tried for centuries.
310,DEAN,So it's a dead end?  (DEAN slaps the papers down on the table in disgust.  SAM puts his sheaf of papers on the table too.)
310,KEVIN,"N-not quite. Now, most proto-Elamite is abstract, but I was able to decipher one phrase from Metatron's footnotes. ""Falling angels."""
310,SAM,"Okay, so, the footnotes refer to Metatron's spell?"
310,KEVIN,Maybe.
310,SAM,"Okay.  (Walking to bookshelf.)  Well, maybe if we can decipher the footnotes, then we can reverse the spell and..."
310,DEAN,"Punt those winged dicks back to heaven. (DEAN slaps the table, ready for action.)  Where do we start?"
310,SAM,"Research.   (SAM tosses one book in front of each of the other two.  DEAN's expression is less than thrilled.)   We comb through the library, see if we can find anything else on Elamite."
310,KEVIN,24.
310,DEAN,"Awesome. (He looks pleadingly over at SAM, who chuffs and looks down at his book.)"
310,DEAN,Hello?
310,CASTIEL,"Presumed dead, but no bodies have been released to loved ones.  And, there were reports of a strange substance at the scenes."
310,DEAN,"Oh, well, hello to you too, Cas.  How are you?"
310,CASTIEL,I ... am busy.
310,DEAN,"All right. So, how do you want to do this?"
310,DEAN,You want to meet up at the latest scene?  You want me to pick you up?  What?
310,CASTIEL,Um …  I've got my hands full over here.  I just – um...
310,DEAN,Cas? Hello?
310,DEAN,"Hey, you sure everything's – (He hears the click and looks at the phone.)  O-kay …"
310,SAM,"So, he said nothing about where he is or – or what he's been doing?"
310,DEAN,This is Cas.
310,DEAN,"In case you forgot, he's not exactly Chatty Cathy."
310,DEAN,"Well, like I said, as long as he's catnip for angels, he's keeping his distance."
310,SAM,"So then, what's the point, Dean?"
310,KEVIN,"In other words, a perfect excuse to bail out on research."
310,DEAN,(brief pause)  You got me.
310,NORA,"Hey, Steve?  I found this in the supply closet.  (She holds up a plastic bag with … toothpaste ? in it)  Do you know whose it is?"
310,CASTIEL,Um... (comes down from the ladder)  That's mine. Thanks.
310,NORA,I also found a rolled-up sleeping bag behind the tool locker.
310,CASTIEL,"Yes, (thinking fast) I wanted to be thorough with inventory, so I worked late last week, and taking a nap here was easier than going back home to my bed.  Which I-I have, of course – a bed...and a home."
310,NORA,"Wow, Steve.  You're so... responsible."
